,IM,Slight,Moderate,Extensive,Complete
77,3.8911111111111114,0.9999902749912158,0.9999636456254445,0.9997232241803379,0.9977109268585094
78,3.941515151515152,0.9999911688932726,0.9999667809838686,0.9997444385467977,0.9978600479569112
79,3.9919191919191923,0.9999919742702511,0.9999696241990964,0.9997638881025325,0.9979985770255724
80,4.042323232323232,0.9999927005214325,0.999972204528256,0.9997817312742178,0.9981273287977674
81,4.092727272727273,0.9999933559808681,0.9999745480941241,0.9997981112222343,0.998247050572702
82,4.143131313131313,0.9999939480457168,0.999976678242793,0.9998131574121862,0.9983584281852718
83,4.193535353535354,0.9999944832882058,0.9999786158580326,0.9998269870143679,0.9984620914138171
84,4.243939393939394,0.9999949675534211,0.9999803796378939,0.9998397061511293,0.9985586188818173
85,4.294343434343435,0.9999954060448206,0.9999819863383457,0.9998514110096514,0.9986485425036167
86,4.344747474747475,0.9999958033990966,0.9999834509881,0.9998621888355141,0.9987323515190593
87,4.3951515151515155,0.9999961637517877,0.9999847870782274,0.9998721188205851,0.9988104961572586
88,4.445555555555556,0.9999964907948485,0.9999860067296888,0.9998812728971358,0.998883390965589
89,4.495959595959596,0.9999967878272138,0.9999871208415052,0.999889716448677,0.9989514178362857
90,4.546363636363637,0.9999970577992613,0.999988139221928,0.999897508946767,0.9990149287597412
91,4.596767676767677,0.9999973033519465,0.9999890707046735,0.999904704521958,0.9990742483306366
92,4.647171717171718,0.9999975268512858,0.9999899232520185,0.9999113524760991,0.9991296760304149
93,4.697575757575758,0.9999977304187706,0.9999907040463278,0.9999174977423757,0.9991814883072423
94,4.747979797979799,0.9999979159582181,0.9999914195713845,0.999923181298736,0.9992299404724991
95,4.798383838383839,0.9999980851795018,0.999992075684725,0.9999284405397062,0.9992752684309517
96,4.8487878787878795,0.9999982396195418,0.9999926776820297,0.9999333096110328,0.9993176902600667
97,4.899191919191919,0.9999983806608906,0.9999932303544925,0.9999378197110903,0.9993574076524102
98,4.9495959595959595,0.9999985095482047,0.9999937380399767,0.999941999362549,0.9993946072337193
99,5.0,0.9999986274028543,0.9999942046686711,0.9999458746574144,0.9994294617680054
